ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry;CustomerID;CustomerName;Address;City;Region;PostalCode;Country;Salesperson;OrderID;OrderDate;RequiredDate;ShippedDate;ShipperName;ProductID;ProductName;UnitPrice;Quantity;Discount;ExtendedPrice;Freight
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Laura Callahan;10857;1/28/1998;2/25/1998;2/6/1998;United Package;3;Aniseed Syrup;10;30;0;300;188.85
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Laura Callahan;10857;1/28/1998;2/25/1998;2/6/1998;United Package;26;Gumb�r Gummib�rchen;31.23;35;0.25;819.79;188.85
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Laura Callahan;10857;1/28/1998;2/25/1998;2/6/1998;United Package;29;Th�ringer Rostbratwurst;123.79;10;0.25;928.43;188.85
La corne d'abondance;"67, avenue de l'Europe";Versailles;;78000;France;LACOR;La corne d'abondance;"67, avenue de l'Europe";Versailles;;78000;France;Andrew Fuller;10858;1/29/1998;2/26/1998;2/3/1998;Speedy Express;7;Uncle Bob's Organic Dried Pears;30;5;0;150;52.51
La corne d'abondance;"67, avenue de l'Europe";Versailles;;78000;France;LACOR;La corne d'abondance;"67, avenue de l'Europe";Versailles;;78000;France;Andrew Fuller;10858;1/29/1998;2/26/1998;2/3/1998;Speedy Express;27;Schoggi Schokolade;43.9;10;0;439;52.51
La corne d'abondance;"67, avenue de l'Europe";Versailles;;78000;France;LACOR;La corne d'abondance;"67, avenue de l'Europe";Versailles;;78000;France;Andrew Fuller;10858;1/29/1998;2/26/1998;2/3/1998;Speedy Express;70;Outback Lager;15;4;0;60;52.51
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Nancy Davolio;10859;1/29/1998;2/26/1998;2/2/1998;United Package;24;Guaran� Fant�stica;4.5;40;0.25;135;76.1
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Nancy Davolio;10859;1/29/1998;2/26/1998;2/2/1998;United Package;54;Tourti�re;7.45;35;0.25;195.56;76.1
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Nancy Davolio;10859;1/29/1998;2/26/1998;2/2/1998;United Package;64;Wimmers gute Semmelkn�del;33.25;30;0.25;748.12;76.1
France restauration;"54, rue Royale";Nantes;;44000;France;FRANR;France restauration;"54, rue Royale";Nantes;;44000;France;Janet Leverling;10860;1/29/1998;2/26/1998;2/4/1998;Federal Shipping;51;Manjimup Dried Apples;53;3;0;159;19.26
France restauration;"54, rue Royale";Nantes;;44000;France;FRANR;France restauration;"54, rue Royale";Nantes;;44000;France;Janet Leverling;10860;1/29/1998;2/26/1998;2/4/1998;Federal Shipping;76;Lakkalik��ri;18;20;0;360;19.26
White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;Margaret Peacock;10861;1/30/1998;2/27/1998;2/17/1998;United Package;17;Alice Mutton;39;42;0;1638;14.93
White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;Margaret Peacock;10861;1/30/1998;2/27/1998;2/17/1998;United Package;18;Carnarvon Tigers;62.5;20;0;1250;14.93
White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;Margaret Peacock;10861;1/30/1998;2/27/1998;2/17/1998;United Package;21;Sir Rodney's Scones;10;40;0;400;14.93
White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;Margaret Peacock;10861;1/30/1998;2/27/1998;2/17/1998;United Package;33;Geitost;2.5;35;0;87.5;14.93
White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA;WHITC;White Clover Markets;305 - 14th Ave. S. Suite 3B;Seattle;WA;98128;USA;Margaret Peacock;10861;1/30/1998;2/27/1998;2/17/1998;United Package;62;Tarte au sucre;49.3;3;0;147.9;14.93
Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;LEHMS;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;Laura Callahan;10862;1/30/1998;3/13/1998;2/2/1998;United Package;11;Queso Cabrales;21;25;0;525;53.23
Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;LEHMS;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;Laura Callahan;10862;1/30/1998;3/13/1998;2/2/1998;United Package;52;Filo Mix;7;8;0;56;53.23
HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Crist�bal;T�chira;5022;Venezuela;HILAA;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Crist�bal;T�chira;5022;Venezuela;Margaret Peacock;10863;2/2/1998;3/2/1998;2/17/1998;United Package;1;Chai;18;20;0.15000001;306;30.26
HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Crist�bal;T�chira;5022;Venezuela;HILAA;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Crist�bal;T�chira;5022;Venezuela;Margaret Peacock;10863;2/2/1998;3/2/1998;2/17/1998;United Package;58;Escargots de Bourgogne;13.25;12;0.15000001;135.15;30.26
Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK;AROUT;Around the Horn;120 Hanover Sq.;London;;WA1 1DP;UK;Margaret Peacock;10864;2/2/1998;3/2/1998;2/9/1998;United Package;35;Steeleye Stout;18;4;0;72;3.04
Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK;AROUT;Around the Horn;120 Hanover Sq.;London;;WA1 1DP;UK;Margaret Peacock;10864;2/2/1998;3/2/1998;2/9/1998;United Package;67;Laughing Lumberjack Lager;14;15;0;210;3.04
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Andrew Fuller;10865;2/2/1998;2/16/1998;2/12/1998;Speedy Express;38;C�te de Blaye;263.5;60;5.00E-02;15019.5;348.14
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Andrew Fuller;10865;2/2/1998;2/16/1998;2/12/1998;Speedy Express;39;Chartreuse verte;18;80;5.00E-02;1368;348.14
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Steven Buchanan;10866;2/3/1998;3/3/1998;2/12/1998;Speedy Express;2;Chang;19;21;0.25;299.25;109.11
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Steven Buchanan;10866;2/3/1998;3/3/1998;2/12/1998;Speedy Express;24;Guaran� Fant�stica;4.5;6;0.25;20.25;109.11
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Steven Buchanan;10866;2/3/1998;3/3/1998;2/12/1998;Speedy Express;30;Nord-Ost Matjeshering;25.89;40;0.25;776.7;109.11
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Michael Suyama;10867;2/3/1998;3/17/1998;2/11/1998;Speedy Express;53;Perth Pasties;32.8;3;0;98.4;1.93
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Robert King;10868;2/4/1998;3/4/1998;2/23/1998;United Package;26;Gumb�r Gummib�rchen;31.23;20;0;624.6;191.27
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Robert King;10868;2/4/1998;3/4/1998;2/23/1998;United Package;35;Steeleye Stout;18;30;0;540;191.27
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Robert King;10868;2/4/1998;3/4/1998;2/23/1998;United Package;49;Maxilaku;20;42;0.1;756;191.27
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Steven Buchanan;10869;2/4/1998;3/4/1998;2/9/1998;Speedy Express;1;Chai;18;40;0;720;143.28
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Steven Buchanan;10869;2/4/1998;3/4/1998;2/9/1998;Speedy Express;11;Queso Cabrales;21;10;0;210;143.28
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Steven Buchanan;10869;2/4/1998;3/4/1998;2/9/1998;Speedy Express;23;Tunnbr�d;9;50;0;450;143.28
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Steven Buchanan;10869;2/4/1998;3/4/1998;2/9/1998;Speedy Express;68;Scottish Longbreads;12.5;20;0;250;143.28
Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;WOLZA;Wolski  Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;Steven Buchanan;10870;2/4/1998;3/4/1998;2/13/1998;Federal Shipping;35;Steeleye Stout;18;3;0;54;12.04
Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;WOLZA;Wolski  Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;Steven Buchanan;10870;2/4/1998;3/4/1998;2/13/1998;Federal Shipping;51;Manjimup Dried Apples;53;2;0;106;12.04
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Anne Dodsworth;10871;2/5/1998;3/5/1998;2/10/1998;United Package;6;Grandma's Boysenberry Spread;25;50;5.00E-02;1187.5;112.27
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Anne Dodsworth;10871;2/5/1998;3/5/1998;2/10/1998;United Package;16;Pavlova;17.45;12;5.00E-02;198.93;112.27
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Anne Dodsworth;10871;2/5/1998;3/5/1998;2/10/1998;United Package;17;Alice Mutton;39;16;5.00E-02;592.8;112.27
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Steven Buchanan;10872;2/5/1998;3/5/1998;2/9/1998;United Package;55;P�t� chinois;24;10;5.00E-02;228;175.32
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Steven Buchanan;10872;2/5/1998;3/5/1998;2/9/1998;United Package;62;Tarte au sucre;49.3;20;5.00E-02;936.7;175.32
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Steven Buchanan;10872;2/5/1998;3/5/1998;2/9/1998;United Package;64;Wimmers gute Semmelkn�del;33.25;15;5.00E-02;473.81;175.32
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Steven Buchanan;10872;2/5/1998;3/5/1998;2/9/1998;United Package;65;Louisiana Fiery Hot Pepper Sauce;21.05;21;5.00E-02;419.95;175.32
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Margaret Peacock;10873;2/6/1998;3/6/1998;2/9/1998;Speedy Express;21;Sir Rodney's Scones;10;20;0;200;0.82
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Margaret Peacock;10873;2/6/1998;3/6/1998;2/9/1998;Speedy Express;28;R�ssle Sauerkraut;45.6;3;0;136.8;0.82
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Steven Buchanan;10874;2/6/1998;3/6/1998;2/11/1998;United Package;10;Ikura;31;10;0;310;19.58
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Margaret Peacock;10875;2/6/1998;3/6/1998;3/3/1998;United Package;19;Teatime Chocolate Biscuits;9.2;25;0;230;32.37
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Margaret Peacock;10875;2/6/1998;3/6/1998;3/3/1998;United Package;47;Zaanse koeken;9.5;21;0.1;179.55;32.37
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Margaret Peacock;10875;2/6/1998;3/6/1998;3/3/1998;United Package;49;Maxilaku;20;15;0;300;32.37
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Robert King;10876;2/9/1998;3/9/1998;2/12/1998;Federal Shipping;46;Spegesild;12;21;0;252;60.42
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Robert King;10876;2/9/1998;3/9/1998;2/12/1998;Federal Shipping;64;Wimmers gute Semmelkn�del;33.25;20;0;665;60.42
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Nancy Davolio;10877;2/9/1998;3/9/1998;2/19/1998;Speedy Express;16;Pavlova;17.45;30;0.25;392.62;38.06
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Nancy Davolio;10877;2/9/1998;3/9/1998;2/19/1998;Speedy Express;18;Carnarvon Tigers;62.5;25;0;1562.5;38.06
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Margaret Peacock;10878;2/10/1998;3/10/1998;2/12/1998;Speedy Express;20;Sir Rodney's Marmalade;81;20;5.00E-02;1539;46.69
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Janet Leverling;10879;2/10/1998;3/10/1998;2/12/1998;Federal Shipping;40;Boston Crab Meat;18.4;12;0;220.8;8.5
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Janet Leverling;10879;2/10/1998;3/10/1998;2/12/1998;Federal Shipping;65;Louisiana Fiery Hot Pepper Sauce;21.05;10;0;210.5;8.5
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Janet Leverling;10879;2/10/1998;3/10/1998;2/12/1998;Federal Shipping;76;Lakkalik��ri;18;10;0;180;8.5
Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;FOLKO;Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;Robert King;10880;2/10/1998;3/24/1998;2/18/1998;Speedy Express;23;Tunnbr�d;9;30;0.2;216;88.01
Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;FOLKO;Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;Robert King;10880;2/10/1998;3/24/1998;2/18/1998;Speedy Express;61;Sirop d'�rable;28.5;30;0.2;684;88.01
Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;FOLKO;Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;Robert King;10880;2/10/1998;3/24/1998;2/18/1998;Speedy Express;70;Outback Lager;15;50;0.2;600;88.01
Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina;CACTU;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina;Margaret Peacock;10881;2/11/1998;3/11/1998;2/18/1998;Speedy Express;73;R�d Kaviar;15;10;0;150;2.84
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Margaret Peacock;10882;2/11/1998;3/11/1998;2/20/1998;Federal Shipping;42;Singaporean Hokkien Fried Mee;14;25;0;350;23.1
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Margaret Peacock;10882;2/11/1998;3/11/1998;2/20/1998;Federal Shipping;49;Maxilaku;20;20;0.15000001;340;23.1
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Margaret Peacock;10882;2/11/1998;3/11/1998;2/20/1998;Federal Shipping;54;Tourti�re;7.45;32;0.15000001;202.64;23.1
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Laura Callahan;10883;2/12/1998;3/12/1998;2/20/1998;Federal Shipping;24;Guaran� Fant�stica;4.5;8;0;36;0.53
Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;LETSS;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;Margaret Peacock;10884;2/12/1998;3/12/1998;2/13/1998;United Package;21;Sir Rodney's Scones;10;40;5.00E-02;380;90.97
Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;LETSS;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;Margaret Peacock;10884;2/12/1998;3/12/1998;2/13/1998;United Package;56;Gnocchi di nonna Alice;38;21;5.00E-02;758.1;90.97
Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;LETSS;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA;Margaret Peacock;10884;2/12/1998;3/12/1998;2/13/1998;United Package;65;Louisiana Fiery Hot Pepper Sauce;21.05;12;5.00E-02;239.97;90.97
Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;Michael Suyama;10885;2/12/1998;3/12/1998;2/18/1998;Federal Shipping;2;Chang;19;20;0;380;5.64
Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;Michael Suyama;10885;2/12/1998;3/12/1998;2/18/1998;Federal Shipping;24;Guaran� Fant�stica;4.5;12;0;54;5.64
Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;Michael Suyama;10885;2/12/1998;3/12/1998;2/18/1998;Federal Shipping;70;Outback Lager;15;30;0;450;5.64
Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;SUPRD;Supr�mes d�lices;"Boulevard Tirou, 255";Charleroi;;B-6000;Belgium;Michael Suyama;10885;2/12/1998;3/12/1998;2/18/1998;Federal Shipping;77;Original Frankfurter gr�ne So�e;13;25;0;325;5.64
Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;HANAR;Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;Nancy Davolio;10886;2/13/1998;3/13/1998;3/2/1998;Speedy Express;10;Ikura;31;70;0;2170;4.99
Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;HANAR;Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;Nancy Davolio;10886;2/13/1998;3/13/1998;3/2/1998;Speedy Express;31;Gorgonzola Telino;12.5;35;0;437.5;4.99
Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;HANAR;Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;Nancy Davolio;10886;2/13/1998;3/13/1998;3/2/1998;Speedy Express;77;Original Frankfurter gr�ne So�e;13;40;0;520;4.99
Galer�a del gastron�mo;"Rambla de Catalu�a, 23";Barcelona;;8022;Spain;GALED;Galer�a del gastr�nomo;"Rambla de Catalu�a, 23";Barcelona;;8022;Spain;Laura Callahan;10887;2/13/1998;3/13/1998;2/16/1998;Federal Shipping;25;NuNuCa Nu�-Nougat-Creme;14;5;0;70;1.25
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Nancy Davolio;10888;2/16/1998;3/16/1998;2/23/1998;United Package;2;Chang;19;20;0;380;51.87
Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;GODOS;Godos Cocina T�pica;"C/ Romero, 33";Sevilla;;41101;Spain;Nancy Davolio;10888;2/16/1998;3/16/1998;2/23/1998;United Package;68;Scottish Longbreads;12.5;18;0;225;51.87
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Anne Dodsworth;10889;2/16/1998;3/16/1998;2/23/1998;Federal Shipping;11;Queso Cabrales;21;40;0;840;280.61
Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;RATTC;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA;Anne Dodsworth;10889;2/16/1998;3/16/1998;2/23/1998;Federal Shipping;38;C�te de Blaye;263.5;40;0;10540;280.61
Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;DUMON;Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;Robert King;10890;2/16/1998;3/16/1998;2/18/1998;Speedy Express;17;Alice Mutton;39;15;0;585;32.76
Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;DUMON;Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;Robert King;10890;2/16/1998;3/16/1998;2/18/1998;Speedy Express;34;Sasquatch Ale;14;10;0;140;32.76
Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;DUMON;Du monde entier;"67, rue des Cinquante Otages";Nantes;;44000;France;Robert King;10890;2/16/1998;3/16/1998;2/18/1998;Speedy Express;41;Jack's New England Clam Chowder;9.65;14;0;135.1;32.76
Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;LEHMS;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany;Robert King;10891;2/17/1998;3/17/1998;2/19/1998;United Package;30;Nord-Ost Matjeshering;25.89;15;5.00E-02;368.93;20.37
Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium;MAISD;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium;Margaret Peacock;10892;2/17/1998;3/17/1998;2/19/1998;United Package;59;Raclette Courdavault;55;40;5.00E-02;2090;120.27
K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;KOENE;K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;Anne Dodsworth;10893;2/18/1998;3/18/1998;2/20/1998;United Package;8;Northwoods Cranberry Sauce;40;30;0;1200;77.78
K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;KOENE;K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;Anne Dodsworth;10893;2/18/1998;3/18/1998;2/20/1998;United Package;24;Guaran� Fant�stica;4.5;10;0;45;77.78
K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;KOENE;K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;Anne Dodsworth;10893;2/18/1998;3/18/1998;2/20/1998;United Package;29;Th�ringer Rostbratwurst;123.79;24;0;2970.96;77.78
K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;KOENE;K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;Anne Dodsworth;10893;2/18/1998;3/18/1998;2/20/1998;United Package;30;Nord-Ost Matjeshering;25.89;35;0;906.15;77.78
K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;KOENE;K�niglich Essen;Maubelstr. 90;Brandenburg;;14776;Germany;Anne Dodsworth;10893;2/18/1998;3/18/1998;2/20/1998;United Package;36;Inlagd Sill;19;20;0;380;77.78
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Nancy Davolio;10894;2/18/1998;3/18/1998;2/20/1998;Speedy Express;13;Konbu;6;28;5.00E-02;159.6;116.13
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Nancy Davolio;10894;2/18/1998;3/18/1998;2/20/1998;Speedy Express;69;Gudbrandsdalsost;36;50;5.00E-02;1710;116.13
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Nancy Davolio;10894;2/18/1998;3/18/1998;2/20/1998;Speedy Express;75;Rh�nbr�u Klosterbier;7.75;120;5.00E-02;883.5;116.13
